compare_key,local_slug,live_slug,status,local_file,live_url,local_title,live_title,local_date,live_date,local_category,live_category,local_scripture,live_scripture,local_description,live_description,local_body_length,live_body_length,note
2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒,2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒,2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒,same,src/content/posts/2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒.md,https://ronniecross.com/posts/2024-07-13-罗马书-11-16-24-不可向旧枝夸口-在神的恩慈与严厉中警醒/,罗马书 11:16-24｜不可向旧枝夸口：在神的恩慈与严厉中警醒,罗马书 11:16-24｜不可向旧枝夸口：在神的恩慈与严厉中警醒,2024-07-13,2024-07-13,灵命成长,灵命成长,罗马书 11:16-24,罗马书 11:16-24,"神阻挡骄傲的人 经文:罗十一16~24 所献的新面若是圣洁,全团也就圣洁了;树根若是圣洁,树枝也就圣洁了。17若有几根枝子被折下来,你这野橄榄得接在其中,一同得着橄榄根的肥汁,18","神阻挡骄傲的人 经文:罗十一16~24 所献的新面若是圣洁,全团也就圣洁了;树根若是圣洁,树枝也就圣洁了。17若有几根枝子被折下来,你这野橄榄得接在其中,一同得着橄榄根的肥汁,18",3862,3862,
2024-07-14-雅各书-1-19-27经文讲解,2024-07-14-雅各书-1-19-27｜经文讲解,2024-07-14-雅各书-1-19-27经文讲解,same,src/content/posts/2024-07-14-雅各书-1-19-27｜经文讲解.md,https://ronniecross.com/posts/2024-07-14-雅各书-1-19-27经文讲解/,雅各书 1:19-27｜经文讲解,雅各书 1:19-27｜经文讲解,2024-07-14,2024-07-14,教会讲道,教会讲道,雅各书 1:19-27,雅各书 1:19-27,James 1:19-27 Hearing and Doing Good morning brothers and sisters! Today we cont,James 1:19-27 Hearing and Doing Good morning brothers and sisters! Today we cont,17601,17601,
2024-07-21-雅各书-2-14-26行为之信,2024-07-21-雅各书-2-14-26｜行为之信,2024-07-21-雅各书-2-14-26行为之信,same,src/content/posts/2024-07-21-雅各书-2-14-26｜行为之信.md,https://ronniecross.com/posts/2024-07-21-雅各书-2-14-26行为之信/,雅各书 2:14-26｜行为之信,雅各书 2:14-26｜行为之信,2024-07-21,2024-07-21,教会讲道,教会讲道,雅各书 2:14-26,雅各书 2:14-26,James 2:14-26 Faith that Works Good morning everyone! Well today we continue our,James 2:14-26 Faith that Works Good morning everyone! Well today we continue our,15235,15235,
2024-07-28-雅各书-3-1-12话语,2024-07-28-雅各书-3-1-12｜话语,2024-07-28-雅各书-3-1-12话语,same,src/content/posts/2024-07-28-雅各书-3-1-12｜话语.md,https://ronniecross.com/posts/2024-07-28-雅各书-3-1-12话语/,雅各书 3:1-12｜话语,雅各书 3:1-12｜话语,2024-07-28,2024-07-28,教会讲道,教会讲道,雅各书 3:1-12,雅各书 3:1-12,雅各书 3:1-12 话语 早上好，弟兄姊妹们。今天是家庭主日，我们的讲道会比平时短一些。我们正在雅各书系列中，学习如何按照我们作为基督徒的信仰生活。上周我们看,雅各书 3:1-12 话语 早上好，弟兄姊妹们。今天是家庭主日，我们的讲道会比平时短一些。我们正在雅各书系列中，学习如何按照我们作为基督徒的信仰生活。上周我们看,3270,3270,
2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固,2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固,2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固,same,src/content/posts/2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固.md,https://ronniecross.com/posts/2024-08-10-罗马书-1-11-12-承载恩典-在共同信心中彼此坚固/,罗马书 1:11-12｜承载恩典：在共同信心中彼此坚固,罗马书 1:11-12｜承载恩典：在共同信心中彼此坚固,2024-08-10,2024-08-10,灵命成长,灵命成长,罗马书 1:11-12,罗马书 1:11-12,"承载恩典 罗马书1章11-12节 因为我切切地想见你们,要把些属灵的恩赐分给你们,使你们可以坚固。12 这样我在你们中间,因你与我彼此的信心,就可以同得安慰。 保罗的第三次旅行布道","承载恩典 罗马书1章11-12节 因为我切切地想见你们,要把些属灵的恩赐分给你们,使你们可以坚固。12 这样我在你们中间,因你与我彼此的信心,就可以同得安慰。 保罗的第三次旅行布道",5043,5043,
2024-08-11-雅各书-3-13-18智慧,2024-08-11-雅各书-3-13-18｜智慧,2024-08-11-雅各书-3-13-18智慧,same,src/content/posts/2024-08-11-雅各书-3-13-18｜智慧.md,https://ronniecross.com/posts/2024-08-11-雅各书-3-13-18智慧/,雅各书 3:13-18｜智慧,雅各书 3:13-18｜智慧,2024-08-11,2024-08-11,教会讲道,教会讲道,雅各书 3:13-18,雅各书 3:13-18,20240811-中文 雅各书 3：13-18 智慧 大家早上好！我很高兴今天能和大家分享雅各书第3章的内容，主题是真智慧。在我们雅各书的系列讲道中，我们一直在,20240811-中文 雅各书 3：13-18 智慧 大家早上好！我很高兴今天能和大家分享雅各书第3章的内容，主题是真智慧。在我们雅各书的系列讲道中，我们一直在,3739,3739,
2024-08-18-雅各书-4-1-10内心的战争,2024-08-18-雅各书-4-1-10｜内心的战争,2024-08-18-雅各书-4-1-10内心的战争,same,src/content/posts/2024-08-18-雅各书-4-1-10｜内心的战争.md,https://ronniecross.com/posts/2024-08-18-雅各书-4-1-10内心的战争/,雅各书 4:1-10｜内心的战争,雅各书 4:1-10｜内心的战争,2024-08-18,2024-08-18,教会讲道,教会讲道,雅各书 4:1-10,雅各书 4:1-10,20240818-Patrick中文 雅各书4：1-10 内心的战争 大家早上好！我们继续讨论雅各书中的系列主题：对齐的生活。我们一直在讨论真正的信心是什么样子,20240818-Patrick中文 雅各书4：1-10 内心的战争 大家早上好！我们继续讨论雅各书中的系列主题：对齐的生活。我们一直在讨论真正的信心是什么样子,4454,4454,
2024-08-25-雅各书-5-7-13忍耐,2024-08-25-雅各书-5-7-13｜忍耐,2024-08-25-雅各书-5-7-13忍耐,same,src/content/posts/2024-08-25-雅各书-5-7-13｜忍耐.md,https://ronniecross.com/posts/2024-08-25-雅各书-5-7-13忍耐/,雅各书 5:7-13｜忍耐,雅各书 5:7-13｜忍耐,2024-08-25,2024-08-25,教会讲道,教会讲道,雅各书 5:7-13,雅各书 5:7-13,20240825-Patrick中文 雅各书 5：7-13 忍耐 大家早上好！我们即将接近这个夏天雅各书系列的尾声。下周将是最后一篇信息。我们一直在学习，一个活,20240825-Patrick中文 雅各书 5：7-13 忍耐 大家早上好！我们即将接近这个夏天雅各书系列的尾声。下周将是最后一篇信息。我们一直在学习，一个活,4036,4036,
2024-09-01-雅各书-5-13-20祷告,2024-09-01-雅各书-5-13-20｜祷告,2024-09-01-雅各书-5-13-20祷告,same,src/content/posts/2024-09-01-雅各书-5-13-20｜祷告.md,https://ronniecross.com/posts/2024-09-01-雅各书-5-13-20祷告/,雅各书 5:13-20｜祷告,雅各书 5:13-20｜祷告,2024-09-01,2024-09-01,教会讲道,教会讲道,雅各书 5:13-20,雅各书 5:13-20,20240901-Patrick中文 雅各书5：13-20 祷告 大家早上好！今天是我们雅各书系列讲道的最后一篇。在前面的讲道中，我们谈到了如何将我们的行为与神,20240901-Patrick中文 雅各书5：13-20 祷告 大家早上好！今天是我们雅各书系列讲道的最后一篇。在前面的讲道中，我们谈到了如何将我们的行为与神,4887,4887,
2024-09-08-马太福音-16-13-18在耶稣里的身份,2024-09-08-马太福音-16-13-18｜在耶稣里的身份,2024-09-08-马太福音-16-13-18在耶稣里的身份,same,src/content/posts/2024-09-08-马太福音-16-13-18｜在耶稣里的身份.md,https://ronniecross.com/posts/2024-09-08-马太福音-16-13-18在耶稣里的身份/,马太福音 16:13-18｜在耶稣里的身份,马太福音 16:13-18｜在耶稣里的身份,2024-09-08,2024-09-08,教会讲道,教会讲道,马太福音 16:13-18,马太福音 16:13-18,20240908-Patrick中文 马太福音16：13-18 在耶稣里的身份 大家早上好！我们正在进行一个为期两部分的系列，主题是“寻找耶稣”。耶稣并没有丢！,20240908-Patrick中文 马太福音16：13-18 在耶稣里的身份 大家早上好！我们正在进行一个为期两部分的系列，主题是“寻找耶稣”。耶稣并没有丢！,4772,4772,
2024-09-15-约翰福音-3-16在耶稣里的价值,2024-09-15-约翰福音-3-16｜在耶稣里的价值,2024-09-15-约翰福音-3-16在耶稣里的价值,same,src/content/posts/2024-09-15-约翰福音-3-16｜在耶稣里的价值.md,https://ronniecross.com/posts/2024-09-15-约翰福音-3-16在耶稣里的价值/,约翰福音 3:16｜在耶稣里的价值,约翰福音 3:16｜在耶稣里的价值,2024-09-15,2024-09-15,教会讲道,教会讲道,约翰福音 3:16,约翰福音 3:16,20240915-Patrick中文 约翰福音 3:16 在耶稣里的价值 我们正在进行一个关于“寻找耶稣”的两部分系列。在这个系列中，我们讨论通过认识耶稣来发现,20240915-Patrick中文 约翰福音 3:16 在耶稣里的价值 我们正在进行一个关于“寻找耶稣”的两部分系列。在这个系列中，我们讨论通过认识耶稣来发现,4493,4493,
2024-09-15-罗马书-1-1-耶稣基督的仆人,2024-09-15-罗马书-1-1-耶稣基督的仆人,2024-09-15-罗马书-1-1-耶稣基督的仆人,same,src/content/posts/2024-09-15-罗马书-1-1-耶稣基督的仆人.md,https://ronniecross.com/posts/2024-09-15-罗马书-1-1-耶稣基督的仆人/,罗马书 1:1｜耶稣基督的仆人,罗马书 1:1｜耶稣基督的仆人,2024-09-15,2024-09-15,灵命成长,灵命成长,罗马书 1:1,罗马书 1:1,"耶稣基督的仆人 罗马书1章1-7节 这段经文是罗马书最基本的格式。但是在这个很简单的书信格式中,我们看到,保罗用很简单的一句话,讲出了他自己与基督的关系。虽然他没有用很多详细的字句","耶稣基督的仆人 罗马书1章1-7节 这段经文是罗马书最基本的格式。但是在这个很简单的书信格式中,我们看到,保罗用很简单的一句话,讲出了他自己与基督的关系。虽然他没有用很多详细的字句",6771,6771,
2024-10-12-罗马书-13-8-10-爱成全律法,2024-10-12-罗马书-13-8-10-爱成全律法,2024-10-12-罗马书-13-8-10-爱成全律法,same,src/content/posts/2024-10-12-罗马书-13-8-10-爱成全律法.md,https://ronniecross.com/posts/2024-10-12-罗马书-13-8-10-爱成全律法/,罗马书 13:8-10｜爱成全律法,罗马书 13:8-10｜爱成全律法,2024-10-12,2024-10-12,灵命成长,灵命成长,罗马书 13:8-10,罗马书 13:8-10,"爱成全律法 经文:罗 13:8-10 《罗马书》第13章8-10节的经文,虽然很短,只有三节,但却是《罗马书》中一处非常重要的经文。某种意义上甚至可以说它是《罗马书》的 纽带和灵魂","爱成全律法 经文:罗 13:8-10 《罗马书》第13章8-10节的经文,虽然很短,只有三节,但却是《罗马书》中一处非常重要的经文。某种意义上甚至可以说它是《罗马书》的 纽带和灵魂",4306,4306,
2024-10-13-使徒行传-1-1-8被圣灵感动,2024-10-13-使徒行传-1-1-8｜被圣灵感动,2024-10-13-使徒行传-1-1-8被圣灵感动,same,src/content/posts/2024-10-13-使徒行传-1-1-8｜被圣灵感动.md,https://ronniecross.com/posts/2024-10-13-使徒行传-1-1-8被圣灵感动/,使徒行传 1:1-8｜被圣灵感动,使徒行传 1:1-8｜被圣灵感动,2024-10-13,2024-10-13,教会讲道,教会讲道,使徒行传 1:1-8,使徒行传 1:1-8,20241013-Patrick中文 使徒行传 1：1-8 被圣灵感动 大家早上好！我很高兴终于可以开始我们关于《使徒行传》的新系列了。《使徒行传》讲述了早期教,20241013-Patrick中文 使徒行传 1：1-8 被圣灵感动 大家早上好！我很高兴终于可以开始我们关于《使徒行传》的新系列了。《使徒行传》讲述了早期教,4470,4470,
2024-10-20-使徒行传-2-1-13圣灵的浇灌,2024-10-20-使徒行传-2-1-13｜圣灵的浇灌,2024-10-20-使徒行传-2-1-13圣灵的浇灌,same,src/content/posts/2024-10-20-使徒行传-2-1-13｜圣灵的浇灌.md,https://ronniecross.com/posts/2024-10-20-使徒行传-2-1-13圣灵的浇灌/,使徒行传 2:1-13｜圣灵的浇灌,使徒行传 2:1-13｜圣灵的浇灌,2024-10-20,2024-10-20,教会讲道,教会讲道,使徒行传 2:1-13,使徒行传 2:1-13,20241929-Patrick中文 使徒行传 2：1-13 圣灵的浇灌 我们正在进行一系列关于使徒行传的讲道，题为《被圣灵感动》。上周我分享说，使徒行传就是我,20241929-Patrick中文 使徒行传 2：1-13 圣灵的浇灌 我们正在进行一系列关于使徒行传的讲道，题为《被圣灵感动》。上周我分享说，使徒行传就是我,4636,4636,
2024-10-27-使徒行传-2-40-47圣灵的团契,2024-10-27-使徒行传-2-40-47｜圣灵的团契,2024-10-27-使徒行传-2-40-47圣灵的团契,same,src/content/posts/2024-10-27-使徒行传-2-40-47｜圣灵的团契.md,https://ronniecross.com/posts/2024-10-27-使徒行传-2-40-47圣灵的团契/,使徒行传 2:40-47｜圣灵的团契,使徒行传 2:40-47｜圣灵的团契,2024-10-27,2024-10-27,教会讲道,教会讲道,使徒行传 2:40-47,使徒行传 2:40-47,20241027-中文 使徒行传 2：40-47 圣灵的团契 大家早上好！我们将继续学习使徒行传的系列，“被圣灵感动”，并看看圣经中对真实社区最鼓舞人心的场景之,20241027-中文 使徒行传 2：40-47 圣灵的团契 大家早上好！我们将继续学习使徒行传的系列，“被圣灵感动”，并看看圣经中对真实社区最鼓舞人心的场景之,3436,3436,
2024-11-03-使徒行传-3-1-26被圣灵恢复,2024-11-03-使徒行传-3-1-26｜被圣灵恢复,2024-11-03-使徒行传-3-1-26被圣灵恢复,same,src/content/posts/2024-11-03-使徒行传-3-1-26｜被圣灵恢复.md,https://ronniecross.com/posts/2024-11-03-使徒行传-3-1-26被圣灵恢复/,使徒行传 3:1-26｜被圣灵恢复,使徒行传 3:1-26｜被圣灵恢复,2024-11-03,2024-11-03,教会讲道,教会讲道,使徒行传 3:1-26,使徒行传 3:1-26,20241103-中文 使徒行传 3：1-26 被圣灵恢复 早上好，大家！很高兴继续我们关于《使徒行传》的系列讲道。我们正在探讨早期教会的故事，圣灵的力量向我们,20241103-中文 使徒行传 3：1-26 被圣灵恢复 早上好，大家！很高兴继续我们关于《使徒行传》的系列讲道。我们正在探讨早期教会的故事，圣灵的力量向我们,4201,4201,
2024-11-09-罗马书-3-9-20-人的罪恶,2024-11-09-罗马书-3-9-20-人的罪恶,2024-11-09-罗马书-3-9-20-人的罪恶,same,src/content/posts/2024-11-09-罗马书-3-9-20-人的罪恶.md,https://ronniecross.com/posts/2024-11-09-罗马书-3-9-20-人的罪恶/,罗马书 3:9-20｜人的罪恶,罗马书 3:9-20｜人的罪恶,2024-11-09,2024-11-09,灵命成长,灵命成长,罗马书 3:9-20,罗马书 3:9-20,"人的罪恶 经文:罗3:9-20 保罗在这里论述“人的罪恶”的种种表现,要是把这处经文上、下文联系到一起,我们知道在第2章时,保罗提出一个观点:要做真犹太人,做真以色列人、受真 割礼","人的罪恶 经文:罗3:9-20 保罗在这里论述“人的罪恶”的种种表现,要是把这处经文上、下文联系到一起,我们知道在第2章时,保罗提出一个观点:要做真犹太人,做真以色列人、受真 割礼",5283,5283,
2024-11-10-使徒行传-4-1-31圣灵中的勇敢,2024-11-10-使徒行传-4-1-31｜圣灵中的勇敢,2024-11-10-使徒行传-4-1-31圣灵中的勇敢,same,src/content/posts/2024-11-10-使徒行传-4-1-31｜圣灵中的勇敢.md,https://ronniecross.com/posts/2024-11-10-使徒行传-4-1-31圣灵中的勇敢/,使徒行传 4:1-31｜圣灵中的勇敢,使徒行传 4:1-31｜圣灵中的勇敢,2024-11-10,2024-11-10,教会讲道,教会讲道,使徒行传 4:1-31,使徒行传 4:1-31,20241110-中文 使徒行传 4：1-31 圣灵中的勇敢 早上好，大家好！在十字会中，我们相信传统的基督教新教观念，即圣经是上帝启示的话语。所以每周我们都会,20241110-中文 使徒行传 4：1-31 圣灵中的勇敢 早上好，大家好！在十字会中，我们相信传统的基督教新教观念，即圣经是上帝启示的话语。所以每周我们都会,4589,4589,
2024-11-17-使徒行传-4-32-37经文讲解,2024-11-17-使徒行传-4-32-37｜经文讲解,2024-11-17-使徒行传-4-32-37经文讲解,same,src/content/posts/2024-11-17-使徒行传-4-32-37｜经文讲解.md,https://ronniecross.com/posts/2024-11-17-使徒行传-4-32-37经文讲解/,使徒行传 4:32-37｜经文讲解,使徒行传 4:32-37｜经文讲解,2024-11-17,2024-11-17,教会讲道,教会讲道,使徒行传 4:32-37,使徒行传 4:32-37,20241117-Grayson中文 早上好，教会的弟兄姐妹们！很高兴像往常一样今天早上能和大家在一起，也很谦卑能和你们一起学习神的话语。 我们将继续研读《使徒,20241117-Grayson中文 早上好，教会的弟兄姐妹们！很高兴像往常一样今天早上能和大家在一起，也很谦卑能和你们一起学习神的话语。 我们将继续研读《使徒,4421,4421,
2024-11-24-提多书-1-4-9长老职分,2024-11-24-提多书-1-4-9｜长老职分,2024-11-24-提多书-1-4-9长老职分,same,src/content/posts/2024-11-24-提多书-1-4-9｜长老职分.md,https://ronniecross.com/posts/2024-11-24-提多书-1-4-9长老职分/,提多书 1:4-9｜长老职分,提多书 1:4-9｜长老职分,2024-11-24,2024-11-24,教会讲道,教会讲道,提多书 1:4-9,提多书 1:4-9,20241124-中文 提多书 1：4-9 长老职分 早上好！今天我们暂停《使徒行传》的系列讲道，改为一次性的主题讲道——探讨教会的长老职分。下周，我们将开始圣,20241124-中文 提多书 1：4-9 长老职分 早上好！今天我们暂停《使徒行传》的系列讲道，改为一次性的主题讲道——探讨教会的长老职分。下周，我们将开始圣,3437,3437,
2024-12-01-约翰福音-1-1-5耶稣是道,2024-12-01-约翰福音-1-1-5｜耶稣是道,2024-12-01-约翰福音-1-1-5耶稣是道,same,src/content/posts/2024-12-01-约翰福音-1-1-5｜耶稣是道.md,https://ronniecross.com/posts/2024-12-01-约翰福音-1-1-5耶稣是道/,约翰福音 1:1-5｜耶稣是道,约翰福音 1:1-5｜耶稣是道,2024-12-01,2024-12-01,教会讲道,教会讲道,约翰福音 1:1-5,约翰福音 1:1-5,20241201-中文 约翰福音1：1-5 耶稣是道 早上好，大家！我非常兴奋，因为今天我们开始一个为期四周的圣诞系列！圣诞节这个词来源于英文“Christ m,20241201-中文 约翰福音1：1-5 耶稣是道 早上好，大家！我非常兴奋，因为今天我们开始一个为期四周的圣诞系列！圣诞节这个词来源于英文“Christ m,3931,3931,
2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人,2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人,2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人,same,src/content/posts/2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人.md,https://ronniecross.com/posts/2024-12-07-罗马书-14-7-8-为主而活-无论生死都是属主的人/,罗马书 14:7-8｜为主而活：无论生死都是属主的人,罗马书 14:7-8｜为主而活：无论生死都是属主的人,2024-12-07,2024-12-07,灵命成长,灵命成长,罗马书 14:7-8,罗马书 14:7-8,"为主而活 罗十四7,8 「我们没有一个人为自己活,也没有一个人为自己死,我们若活着,是为主而活;若死了,是为主而死。所以,我们或活或死,总是主的人。」(罗十四7,8 ) 人一信主,","为主而活 罗十四7,8 「我们没有一个人为自己活,也没有一个人为自己死,我们若活着,是为主而活;若死了,是为主而死。所以,我们或活或死,总是主的人。」(罗十四7,8 ) 人一信主,",5428,5428,
2024-12-08-约翰福音-1-4-13耶稣是光,2024-12-08-约翰福音-1-4-13｜耶稣是光,2024-12-08-约翰福音-1-4-13耶稣是光,same,src/content/posts/2024-12-08-约翰福音-1-4-13｜耶稣是光.md,https://ronniecross.com/posts/2024-12-08-约翰福音-1-4-13耶稣是光/,约翰福音 1:4-13｜耶稣是光,约翰福音 1:4-13｜耶稣是光,2024-12-08,2024-12-08,教会讲道,教会讲道,约翰福音 1:4-13,约翰福音 1:4-13,20241208-中文 约翰福音1：4-13 耶稣是光 大家早上好，今天我们继续约翰福音1章的圣诞系列——“世界的光”。我们要谈的是，圣诞节是神通过降世为人——,20241208-中文 约翰福音1：4-13 耶稣是光 大家早上好，今天我们继续约翰福音1章的圣诞系列——“世界的光”。我们要谈的是，圣诞节是神通过降世为人——,4017,4017,
2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶,2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶,2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶,same,src/content/posts/2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶.md,https://ronniecross.com/posts/2024-12-14-彼得前书-1-18-2-3-从重生走向成长-渴慕纯净的灵奶/,彼得前书 1:18-2:3｜从重生走向成长：渴慕纯净的灵奶,彼得前书 1:18-2:3｜从重生走向成长：渴慕纯净的灵奶,2024-12-14,2024-12-14,灵命成长,灵命成长,彼得前书 1:18-2:3,彼得前书 1:18-2:3,"《生命的福音》講義 重生的生命系列 從重生而增長 彼得前書 1章 18到第 2章 3節說: [18]知道你們得贖,脫去你們祖宗所傳流虛妄的行為,不是憑著能壞的金銀 等物, [19]","《生命的福音》講義 重生的生命系列 從重生而增長 彼得前書 1章 18到第 2章 3節說: [18]知道你們得贖,脫去你們祖宗所傳流虛妄的行為,不是憑著能壞的金銀 等物, [19]",9050,9050,
2024-12-15-约翰福音-1-14-18耶稣的荣耀,2024-12-15-约翰福音-1-14-18｜耶稣的荣耀,2024-12-15-约翰福音-1-14-18耶稣的荣耀,same,src/content/posts/2024-12-15-约翰福音-1-14-18｜耶稣的荣耀.md,https://ronniecross.com/posts/2024-12-15-约翰福音-1-14-18耶稣的荣耀/,约翰福音 1:14-18｜耶稣的荣耀,约翰福音 1:14-18｜耶稣的荣耀,2024-12-15,2024-12-15,教会讲道,教会讲道,约翰福音 1:14-18,约翰福音 1:14-18,20241215-中文 约翰福音1：14-18 耶稣的荣耀 早上好，大家！很高兴今天能继续分享我们圣诞系列中的约翰福音第一章。约翰福音第一章确实是圣经中最令人惊,20241215-中文 约翰福音1：14-18 耶稣的荣耀 早上好，大家！很高兴今天能继续分享我们圣诞系列中的约翰福音第一章。约翰福音第一章确实是圣经中最令人惊,4593,4593,
2024-12-22-马太福音-1-18-25耶稣-救主,2024-12-22-马太福音-1-18-25｜耶稣-救主,2024-12-22-马太福音-1-18-25耶稣-救主,same,src/content/posts/2024-12-22-马太福音-1-18-25｜耶稣-救主.md,https://ronniecross.com/posts/2024-12-22-马太福音-1-18-25耶稣-救主/,马太福音 1:18-25｜耶稣--救主,马太福音 1:18-25｜耶稣--救主,2024-12-22,2024-12-22,教会讲道,教会讲道,马太福音 1:18-25,马太福音 1:18-25,20241222-中文 马太福音 1：18-25 耶稣——救主 各位早上好，祝大家圣诞快乐！ 今天的圣诞崇拜中，我们刚刚欣赏了一个木偶剧，讲述了耶稣降生的故事。,20241222-中文 马太福音 1：18-25 耶稣——救主 各位早上好，祝大家圣诞快乐！ 今天的圣诞崇拜中，我们刚刚欣赏了一个木偶剧，讲述了耶稣降生的故事。,2998,2998,
2025-01-04-希伯来书-11-27-以神为乐,2025-01-04-希伯来书-11-27-以神为乐,2025-01-04-希伯来书-11-27-以神为乐,same,src/content/posts/2025-01-04-希伯来书-11-27-以神为乐.md,https://ronniecross.com/posts/2025-01-04-希伯来书-11-27-以神为乐/,希伯来书 11:27｜以神为乐,希伯来书 11:27｜以神为乐,2025-01-04,2025-01-04,灵命成长,灵命成长,希伯来书 11:27,希伯来书 11:27,"以神为乐 罗5:1-10 世上的喜乐有两种,一种是流星式的喜乐,一种是行星式的喜乐。一般人的喜乐多属流星式的喜乐,很灿烂、美丽,可是很短暂,就像天际擦划即逝的流星一般。基督徒的喜乐","以神为乐 罗5:1-10 世上的喜乐有两种,一种是流星式的喜乐,一种是行星式的喜乐。一般人的喜乐多属流星式的喜乐,很灿烂、美丽,可是很短暂,就像天际擦划即逝的流星一般。基督徒的喜乐",4074,4074,
2025-01-05-使徒行传-5-12-42借着圣灵传讲神的话,2025-01-05-使徒行传-5-12-42｜借着圣灵传讲神的话,2025-01-05-使徒行传-5-12-42借着圣灵传讲神的话,same,src/content/posts/2025-01-05-使徒行传-5-12-42｜借着圣灵传讲神的话.md,https://ronniecross.com/posts/2025-01-05-使徒行传-5-12-42借着圣灵传讲神的话/,使徒行传 5:12-42｜借着圣灵传讲神的话,使徒行传 5:12-42｜借着圣灵传讲神的话,2025-01-05,2025-01-05,教会讲道,教会讲道,使徒行传 5:12-42,使徒行传 5:12-42,20250105-中文 使徒行传5：12-42借着圣灵传讲神的话 大家早上好！今天我们继续讲《使徒行传》系列主题“被圣灵感动”。 我们一直在讨论，这卷书主要讲述,20250105-中文 使徒行传5：12-42借着圣灵传讲神的话 大家早上好！今天我们继续讲《使徒行传》系列主题“被圣灵感动”。 我们一直在讨论，这卷书主要讲述,4223,4223,
2025-01-12-使徒行传-6-1-7圣灵带来的合一,2025-01-12-使徒行传-6-1-7｜圣灵带来的合一,2025-01-12-使徒行传-6-1-7圣灵带来的合一,same,src/content/posts/2025-01-12-使徒行传-6-1-7｜圣灵带来的合一.md,https://ronniecross.com/posts/2025-01-12-使徒行传-6-1-7圣灵带来的合一/,使徒行传 6:1-7｜圣灵带来的合一,使徒行传 6:1-7｜圣灵带来的合一,2025-01-12,2025-01-12,教会讲道,教会讲道,使徒行传 6:1-7,使徒行传 6:1-7,20259112-中文 使徒行传6：1-7 圣灵带来的合一 大家早上好！今天我们继续《使徒行传》系列讲道——《被圣灵感动》。我们要讨论的是神的计划是通过祂的子民,20259112-中文 使徒行传6：1-7 圣灵带来的合一 大家早上好！今天我们继续《使徒行传》系列讲道——《被圣灵感动》。我们要讨论的是神的计划是通过祂的子民,3889,3889,
2025-01-19-使徒行传-6-7抗拒圣灵,2025-01-19-使徒行传-6-7｜抗拒圣灵,2025-01-19-使徒行传-6-7抗拒圣灵,same,src/content/posts/2025-01-19-使徒行传-6-7｜抗拒圣灵.md,https://ronniecross.com/posts/2025-01-19-使徒行传-6-7抗拒圣灵/,使徒行传 6-7｜抗拒圣灵,使徒行传 6-7｜抗拒圣灵,2025-01-19,2025-01-19,教会讲道,教会讲道,使徒行传 6-7,使徒行传 6-7,20250119-中文 使徒行传第6-7章：抗拒圣灵 大家早上好！我非常享受我们正在进行的《使徒行传》的学习，今天我们将讨论第6-7章，重点关注教会历史上第一位,20250119-中文 使徒行传第6-7章：抗拒圣灵 大家早上好！我非常享受我们正在进行的《使徒行传》的学习，今天我们将讨论第6-7章，重点关注教会历史上第一位,4185,4185,
2025-01-26-约书亚记-1-5kaz的见证,2025-01-26-约书亚记-1-5｜kaz的见证,2025-01-26-约书亚记-1-5kaz的见证,same,src/content/posts/2025-01-26-约书亚记-1-5｜kaz的见证.md,https://ronniecross.com/posts/2025-01-26-约书亚记-1-5kaz的见证/,约书亚记 1:5｜Kaz的见证,约书亚记 1:5｜Kaz的见证,2025-01-26,2025-01-26,教会讲道,教会讲道,约书亚记 1:5,约书亚记 1:5,20250126-中文 Kaz的见证 大家早上好！我是加藤Kaz，今年54岁，是一位老男人。现在的我连前天晚餐吃了什么都记不住了。我是一名职业钢琴师。1994年,20250126-中文 Kaz的见证 大家早上好！我是加藤Kaz，今年54岁，是一位老男人。现在的我连前天晚餐吃了什么都记不住了。我是一名职业钢琴师。1994年,3543,3543,
