priority,category,recovery_target,impacted_count,impacted_articles,recommended_action,recommended_search_location,status,note
P2,missing_sermon_raw_directory,data/raw/教会讲道/20240908马太福音16：13-18 在耶稣里的身份_Patrick/20240908_马太福音16：13-18 在耶稣里的身份_P.txt,2,data/processed/整理后的讲道文章/2024-09-08-马太福音-16-13-18｜在耶稣里的身份.md | src/content/posts/2024-09-08-马太福音-16-13-18｜在耶稣里的身份.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20240915约翰福音 3：16 在耶稣里的价值_Patrick/20240915_中文约翰福音 3：16 在耶稣里的价值_P.txt,2,data/processed/整理后的讲道文章/2024-09-15-约翰福音-3-16｜在耶稣里的价值.md | src/content/posts/2024-09-15-约翰福音-3-16｜在耶稣里的价值.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241013使徒行传 1：1-8 被圣灵感动_Patrick/20241013使徒行传 1：1-8 被圣灵感动_P.txt,2,data/processed/整理后的讲道文章/2024-10-13-使徒行传-1-1-8｜被圣灵感动.md | src/content/posts/2024-10-13-使徒行传-1-1-8｜被圣灵感动.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241020使徒行传 2：1-13 圣灵的浇灌_Patrick/20241020使徒行传 2：1-13 圣灵的浇灌_P.txt,2,data/processed/整理后的讲道文章/2024-10-20-使徒行传-2-1-13｜圣灵的浇灌.md | src/content/posts/2024-10-20-使徒行传-2-1-13｜圣灵的浇灌.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241027使徒行传 2：40-47 圣灵的团契_Patrick/20241027使徒行传 2：40-47 圣灵的团契.txt,2,data/processed/整理后的讲道文章/2024-10-27-使徒行传-2-40-47｜圣灵的团契.md | src/content/posts/2024-10-27-使徒行传-2-40-47｜圣灵的团契.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241103使徒行传 3：1-26 被圣灵恢复_Patrick/20241103使徒行传 3：1-26 被圣灵恢复.txt,2,data/processed/整理后的讲道文章/2024-11-03-使徒行传-3-1-26｜被圣灵恢复.md | src/content/posts/2024-11-03-使徒行传-3-1-26｜被圣灵恢复.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241110使徒行传 4：1-31 圣灵中的勇敢_Patrick/20241110使徒行传 4：1-31 圣灵中的勇敢.txt,2,data/processed/整理后的讲道文章/2024-11-10-使徒行传-4-1-31｜圣灵中的勇敢.md | src/content/posts/2024-11-10-使徒行传-4-1-31｜圣灵中的勇敢.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241117中文使徒行传 4：32-37_Grayson/20241117-Grayson中文使徒行传 4：32-37.txt,2,data/processed/整理后的讲道文章/2024-11-17-使徒行传-4-32-37｜经文讲解.md | src/content/posts/2024-11-17-使徒行传-4-32-37｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241124提多书 1：4-9 长老职分_Patrick/20241124提多书 1：4-9 长老职分.txt,2,data/processed/整理后的讲道文章/2024-11-24-提多书-1-4-9｜长老职分.md | src/content/posts/2024-11-24-提多书-1-4-9｜长老职分.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241201约翰福音1：1-5  耶稣是道_Patrick/20241201约翰福音1：1-5  耶稣是道.docx,2,data/processed/整理后的讲道文章/2024-12-01-约翰福音-1-1-5｜耶稣是道.md | src/content/posts/2024-12-01-约翰福音-1-1-5｜耶稣是道.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241208约翰福音1：4-13 耶稣是光_Patrick/20241208约翰福音1：4-13 耶稣是光.txt,2,data/processed/整理后的讲道文章/2024-12-08-约翰福音-1-4-13｜耶稣是光.md | src/content/posts/2024-12-08-约翰福音-1-4-13｜耶稣是光.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241215约翰福音1：14-18 耶稣的荣耀_Patrick/20241215约翰福音1：14-18 耶稣的荣耀.txt,2,data/processed/整理后的讲道文章/2024-12-15-约翰福音-1-14-18｜耶稣的荣耀.md | src/content/posts/2024-12-15-约翰福音-1-14-18｜耶稣的荣耀.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20241222马太福音 1：18-25 耶稣——救主_Patrick/20241222马太福音 1：18-25 耶稣——救主.txt,2,data/processed/整理后的讲道文章/2024-12-22-马太福音-1-18-25｜耶稣-救主.md | src/content/posts/2024-12-22-马太福音-1-18-25｜耶稣-救主.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250105使徒行传5：12-42借着圣灵传讲神的话_Patrick/20250105使徒行传5：12-42借着圣灵传讲神的话.txt,2,data/processed/整理后的讲道文章/2025-01-05-使徒行传-5-12-42｜借着圣灵传讲神的话.md | src/content/posts/2025-01-05-使徒行传-5-12-42｜借着圣灵传讲神的话.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250112使徒行传6：1-7  圣灵带来的合一_Patrick/20250112使徒行传6：1-7  圣灵带来的合一.txt,2,data/processed/整理后的讲道文章/2025-01-12-使徒行传-6-1-7｜圣灵带来的合一.md | src/content/posts/2025-01-12-使徒行传-6-1-7｜圣灵带来的合一.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250119使徒行传6-7章：抗拒圣灵_Patrick/20250119使徒行传第6-7章：抗拒圣灵.txt,2,data/processed/整理后的讲道文章/2025-01-19-使徒行传-6-7｜抗拒圣灵.md | src/content/posts/2025-01-19-使徒行传-6-7｜抗拒圣灵.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250126Kaz的见证/20250126Kaz的见证.txt,2,data/processed/整理后的讲道文章/2025-01-26-约书亚记-1-5｜kaz的见证.md | src/content/posts/2025-01-26-约书亚记-1-5｜kaz的见证.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250202使徒行传 8：25-40 圣灵引导的事工_Patrick/20250202使徒行传 8：25-40 圣灵引导的事工.txt,2,data/processed/整理后的讲道文章/2025-02-02-使徒行传-8-25-40｜圣灵引导的事工.md | src/content/posts/2025-02-02-使徒行传-8-25-40｜圣灵引导的事工.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250209使徒行传 9：1-11;17-19 圣灵的改变_Patrick/20250209使徒行传 9：1-11;17-19 圣灵的改变.txt,2,data/processed/整理后的讲道文章/2025-02-09-使徒行传-9-1-11-17-19｜圣灵的改变.md | src/content/posts/2025-02-09-使徒行传-9-1-11-17-19｜圣灵的改变.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250216使徒行传 10：25-44 圣灵的纳入_Patrick/20250216使徒行传 10：25-44 圣灵的纳入.txt,2,data/processed/整理后的讲道文章/2025-02-16-使徒行传-10-25-44｜圣灵的纳入.md | src/content/posts/2025-02-16-使徒行传-10-25-44｜圣灵的纳入.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250223提多书 2：11-15  转变生命的恩典_Patrick/20250223提多书 2：11-15  转变生命的恩典.txt,2,data/processed/整理后的讲道文章/2025-02-23-提多书-2-11-15｜转变生命的恩典.md | src/content/posts/2025-02-23-提多书-2-11-15｜转变生命的恩典.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250302使徒行传 11：19-30 圣灵的鼓励_Patrick/20250302使徒行传 11：19-30 圣灵的鼓励.docx,2,data/processed/整理后的讲道文章/2025-03-02-使徒行传-11-19-30｜圣灵的鼓励.md | src/content/posts/2025-03-02-使徒行传-11-19-30｜圣灵的鼓励.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250309使徒行传 12：1-19 　凭圣灵祷告_Patrick/20250309使徒行传 12：1-19 　凭圣灵祷告.txt,2,data/processed/整理后的讲道文章/2025-03-09-使徒行传-12-1-19｜凭圣灵祷告.md | src/content/posts/2025-03-09-使徒行传-12-1-19｜凭圣灵祷告.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250316使徒行传 13：1-29 圣灵引导的宣教_Patrick/20250316使徒行传 13：1-29 圣灵引导的宣教.txt,2,data/processed/整理后的讲道文章/2025-03-16-使徒行传-13-1-29｜圣灵引导的宣教.md | src/content/posts/2025-03-16-使徒行传-13-1-29｜圣灵引导的宣教.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250323使徒行传 14：8-23福音的坚韧_Patrick/20250323使徒行传 14：8-23福音的坚韧.txt,2,data/processed/整理后的讲道文章/2025-03-23-使徒行传-14-8-23｜福音的坚韧.md | src/content/posts/2025-03-23-使徒行传-14-8-23｜福音的坚韧.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250330使徒行传 16：20-34 借着圣灵得自由_Patrick/20250330使徒行传 16：20-34 借着圣灵得自由.txt,2,data/processed/整理后的讲道文章/2025-03-30-使徒行传-16-20-34｜借着圣灵得自由.md | src/content/posts/2025-03-30-使徒行传-16-20-34｜借着圣灵得自由.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250406使徒行传 15：1-12 如何处理冲突_Patrick/20250406使徒行传 15：1-12 如何处理冲突.txt,2,data/processed/整理后的讲道文章/2025-04-06-使徒行传-15-1-12｜如何处理冲突.md | src/content/posts/2025-04-06-使徒行传-15-1-12｜如何处理冲突.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250413复活节系列：十字架上的三句话_Patrick/20250413复活节系列：十字架上的三句话.docx,2,data/processed/整理后的讲道文章/2025-04-13-哥林多前书-2-1-2｜复活节系列-十字架上的三句话.md | src/content/posts/2025-04-13-哥林多前书-2-1-2｜复活节系列-十字架上的三句话.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250420复活节系列：哥林多前书15：1-6复活的福音_Patrick/20250420复活节系列：哥林多前书15：1-6复活的福音.txt,2,data/processed/整理后的讲道文章/2025-04-20-哥林多前书-15-1-6｜复活节系列-复活的福音.md | src/content/posts/2025-04-20-哥林多前书-15-1-6｜复活节系列-复活的福音.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250427使徒行传 17：1-12 专心于神的话语_Patrick/20250427使徒行传 17：1-12 专心于神的话语.docx,2,data/processed/整理后的讲道文章/2025-04-27-使徒行传-17-1-12｜专心于神的话语.md | src/content/posts/2025-04-27-使徒行传-17-1-12｜专心于神的话语.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250504使徒行传 17：16-24 未知之神_Patrick/20250504使徒行传 17：16-24 未知之神.txt,2,data/processed/整理后的讲道文章/2025-05-04-使徒行传-17-16-24｜未知之神.md | src/content/posts/2025-05-04-使徒行传-17-16-24｜未知之神.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250511使徒行传18：1-11 保罗在哥林多_Patrick/20250511使徒行传18：1-11 保罗在哥林多.txt,2,data/processed/整理后的讲道文章/2025-05-11-使徒行传-18-1-11｜保罗在哥林多.md | src/content/posts/2025-05-11-使徒行传-18-1-11｜保罗在哥林多.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250518使徒行传 18：18-28亚波罗在以弗所_Patrick/20250518使徒行传 18：18-28亚波罗在以弗所.txt,2,data/processed/整理后的讲道文章/2025-05-18-使徒行传-18-18-28｜亚波罗在以弗所.md | src/content/posts/2025-05-18-使徒行传-18-18-28｜亚波罗在以弗所.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250525使徒行传19章——保罗在以弗所_Patrick/20250525使徒行传19章——保罗在以弗所.txt,2,data/processed/整理后的讲道文章/2025-05-25-使徒行传-19｜保罗在以弗所.md | src/content/posts/2025-05-25-使徒行传-19｜保罗在以弗所.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250601使徒行传20章：保罗与以弗所的长老们_Patrick/20250601使徒行传20章：保罗与以弗所的长老们.docx,2,data/processed/整理后的讲道文章/2025-06-01-使徒行传-20｜保罗与以弗所的长老们.md | src/content/posts/2025-06-01-使徒行传-20｜保罗与以弗所的长老们.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250608使徒行传22：1-22 保罗的见证_Patrick/20250608使徒行传22：1-22 保罗的见证.txt,2,data/processed/整理后的讲道文章/2025-06-08-使徒行传-22-1-22｜保罗的见证.md | src/content/posts/2025-06-08-使徒行传-22-1-22｜保罗的见证.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250615使徒行传18：28-31：善终之道_Patrick/20250615使徒行传18：28-31：善终之道.txt,2,data/processed/整理后的讲道文章/2025-06-15-使徒行传-18-28-31｜善终之道.md | src/content/posts/2025-06-15-使徒行传-18-28-31｜善终之道.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250622约拿1_Grayson/20250622约拿1 中.txt,2,data/processed/整理后的讲道文章/2025-06-22-约拿书-1｜经文讲解.md | src/content/posts/2025-06-22-约拿书-1｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250629约拿2_Grayson/20250629约拿2.txt,2,data/processed/整理后的讲道文章/2025-06-29-约拿书-2｜经文讲解.md | src/content/posts/2025-06-29-约拿书-2｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250706约拿3_Grayson/20250706约拿3中文.txt,2,data/processed/整理后的讲道文章/2025-07-06-约拿书-3｜经文讲解.md | src/content/posts/2025-07-06-约拿书-3｜经文讲解.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250713福音1约翰福音 6：22–29引言：我们需要一次诊断_Ryan/20250713约翰福音 6：22–29引言：我们需要一次诊断.txt,2,data/processed/整理后的讲道文章/2025-07-13-约翰福音-6-22-29｜引言-我们需要一次诊断.md | src/content/posts/2025-07-13-约翰福音-6-22-29｜引言-我们需要一次诊断.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250720福音2约翰福音 6：30–35福音的渗透力_Ryan/20250720约翰福音 6：30–35福音的渗透力.txt,2,data/processed/整理后的讲道文章/2025-07-20-约翰福音-6-30-35｜福音的渗透力.md | src/content/posts/2025-07-20-约翰福音-6-30-35｜福音的渗透力.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250727Kota见证/20250727Kota见证.txt,2,data/processed/整理后的讲道文章/2025-07-27-耶利米哀歌-3-19-33｜kota见证.md | src/content/posts/2025-07-27-耶利米哀歌-3-19-33｜kota见证.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250803福音3马可福音 10：17-22我心中的福音_Ryan/20250803马可福音 10：17-22我心中的福音.txt,2,data/processed/整理后的讲道文章/2025-08-03-马可福音-10-17-22｜我心中的福音.md | src/content/posts/2025-08-03-马可福音-10-17-22｜我心中的福音.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250810福音4使徒行传 2：42–47与我们同在的福音_Ryan/20250810使徒行传 2：42–47与我们同在的福音.txt,2,data/processed/整理后的讲道文章/2025-08-10-使徒行传-2-42-47｜与我们同在的福音.md | src/content/posts/2025-08-10-使徒行传-2-42-47｜与我们同在的福音.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250817诗篇 27：1 神是我们的堡垒_Patrick/20250817诗篇 27：1 神是我们的堡垒.txt,2,data/processed/整理后的讲道文章/2025-08-17-诗篇-27-1｜神是我们的堡垒.md | src/content/posts/2025-08-17-诗篇-27-1｜神是我们的堡垒.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250824马可福音 4：1-20 撒种的比喻_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-08-24-马可福音-4-1-20｜撒种的比喻.md | src/content/posts/2025-08-24-马可福音-4-1-20｜撒种的比喻.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250831教会的身份证明约翰福音 13：31-35_Patrick父/文本pd.txt,2,data/processed/整理后的讲道文章/2025-08-31-约翰福音-13-31-35｜教会的身份证明.md | src/content/posts/2025-08-31-约翰福音-13-31-35｜教会的身份证明.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250907马太福音 13：31-33 芥菜种面酵的比喻_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-09-07-马太福音-13-31-33｜芥菜种面酵的比喻.md | src/content/posts/2025-09-07-马太福音-13-31-33｜芥菜种面酵的比喻.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250914马太福音 13：44-46 基督无限的价值_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-09-14-马太福音-13-44-46｜基督无限的价值.md | src/content/posts/2025-09-14-马太福音-13-44-46｜基督无限的价值.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250921路加福音 15：1-7 善牧_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-09-21-路加福音-15-1-7｜善牧.md | src/content/posts/2025-09-21-路加福音-15-1-7｜善牧.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20250928路加福音 10：25-37 好撒玛利亚人_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-09-28-路加福音-10-25-37｜好撒玛利亚人.md | src/content/posts/2025-09-28-路加福音-10-25-37｜好撒玛利亚人.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251005马太福音 18：21-35 不饶恕人的仆人_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-10-05-马太福音-18-21-35｜不饶恕人的仆人.md | src/content/posts/2025-10-05-马太福音-18-21-35｜不饶恕人的仆人.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251012路加福音 15：11-32 迷失的两个儿子_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-10-12-路加福音-15-11-32｜迷失的两个儿子.md | src/content/posts/2025-10-12-路加福音-15-11-32｜迷失的两个儿子.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251019马太福音 20：1-16葡萄园工人的比喻_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-10-19-马太福音-20-1-16｜葡萄园工人的比喻.md | src/content/posts/2025-10-19-马太福音-20-1-16｜葡萄园工人的比喻.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251026路加福音 18：1-8 坚持祈求的寡妇_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-10-26-路加福音-18-1-8｜坚持祈求的寡妇.md | src/content/posts/2025-10-26-路加福音-18-1-8｜坚持祈求的寡妇.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251102马太福音 21：33-45 恶农夫的比喻_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-11-02-马太福音-21-33-45｜恶农夫的比喻.md | src/content/posts/2025-11-02-马太福音-21-33-45｜恶农夫的比喻.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
P2,missing_sermon_raw_directory,data/raw/教会讲道/20251109马太福音 25：14-30 才干的比喻_Patrick/文本.txt,2,data/processed/整理后的讲道文章/2025-11-09-马太福音-25-14-30｜才干的比喻.md | src/content/posts/2025-11-09-马太福音-25-14-30｜才干的比喻.md,recover_raw_directory,"\\RonnieNAS\share\教会讲道, protected sermon archive, old data/raw/教会讲道",not_recovered,Sermon article source directory is not present under data/raw/教会讲道.
