article,source,status,resolved_path
data/processed/整理后的讲道文章/2025-03-16-使徒行传-13-1-29｜圣灵引导的宣教.md,data/raw/教会讲道/20250316使徒行传 13：1-29 圣灵引导的宣教_Patrick/20250316使徒行传 13：1-29 圣灵引导的宣教.txt,missing,data/raw/教会讲道/20250316使徒行传 13：1-29 圣灵引导的宣教_Patrick/20250316使徒行传 13：1-29 圣灵引导的宣教.txt
data/processed/整理后的讲道文章/2025-03-23-使徒行传-14-8-23｜福音的坚韧.md,data/raw/教会讲道/20250323使徒行传 14：8-23福音的坚韧_Patrick/20250323使徒行传 14：8-23福音的坚韧.txt,missing,data/raw/教会讲道/20250323使徒行传 14：8-23福音的坚韧_Patrick/20250323使徒行传 14：8-23福音的坚韧.txt
data/processed/整理后的讲道文章/2025-03-30-使徒行传-16-20-34｜借着圣灵得自由.md,data/raw/教会讲道/20250330使徒行传 16：20-34 借着圣灵得自由_Patrick/20250330使徒行传 16：20-34 借着圣灵得自由.txt,missing,data/raw/教会讲道/20250330使徒行传 16：20-34 借着圣灵得自由_Patrick/20250330使徒行传 16：20-34 借着圣灵得自由.txt
data/processed/整理后的讲道文章/2025-04-06-使徒行传-15-1-12｜如何处理冲突.md,data/raw/教会讲道/20250406使徒行传 15：1-12 如何处理冲突_Patrick/20250406使徒行传 15：1-12 如何处理冲突.txt,missing,data/raw/教会讲道/20250406使徒行传 15：1-12 如何处理冲突_Patrick/20250406使徒行传 15：1-12 如何处理冲突.txt
data/processed/整理后的讲道文章/2025-04-13-哥林多前书-2-1-2｜复活节系列-十字架上的三句话.md,data/raw/教会讲道/20250413复活节系列：十字架上的三句话_Patrick/20250413复活节系列：十字架上的三句话.docx,missing,data/raw/教会讲道/20250413复活节系列：十字架上的三句话_Patrick/20250413复活节系列：十字架上的三句话.docx
data/processed/整理后的讲道文章/2025-04-20-哥林多前书-15-1-6｜复活节系列-复活的福音.md,data/raw/教会讲道/20250420复活节系列：哥林多前书15：1-6复活的福音_Patrick/20250420复活节系列：哥林多前书15：1-6复活的福音.txt,missing,data/raw/教会讲道/20250420复活节系列：哥林多前书15：1-6复活的福音_Patrick/20250420复活节系列：哥林多前书15：1-6复活的福音.txt
data/processed/整理后的讲道文章/2025-04-27-使徒行传-17-1-12｜专心于神的话语.md,data/raw/教会讲道/20250427使徒行传 17：1-12 专心于神的话语_Patrick/20250427使徒行传 17：1-12 专心于神的话语.docx,missing,data/raw/教会讲道/20250427使徒行传 17：1-12 专心于神的话语_Patrick/20250427使徒行传 17：1-12 专心于神的话语.docx
data/processed/整理后的讲道文章/2025-05-04-使徒行传-17-16-24｜未知之神.md,data/raw/教会讲道/20250504使徒行传 17：16-24 未知之神_Patrick/20250504使徒行传 17：16-24 未知之神.txt,missing,data/raw/教会讲道/20250504使徒行传 17：16-24 未知之神_Patrick/20250504使徒行传 17：16-24 未知之神.txt
data/processed/整理后的讲道文章/2025-05-11-使徒行传-18-1-11｜保罗在哥林多.md,data/raw/教会讲道/20250511使徒行传18：1-11 保罗在哥林多_Patrick/20250511使徒行传18：1-11 保罗在哥林多.txt,missing,data/raw/教会讲道/20250511使徒行传18：1-11 保罗在哥林多_Patrick/20250511使徒行传18：1-11 保罗在哥林多.txt
data/processed/整理后的讲道文章/2025-05-18-使徒行传-18-18-28｜亚波罗在以弗所.md,data/raw/教会讲道/20250518使徒行传 18：18-28亚波罗在以弗所_Patrick/20250518使徒行传 18：18-28亚波罗在以弗所.txt,missing,data/raw/教会讲道/20250518使徒行传 18：18-28亚波罗在以弗所_Patrick/20250518使徒行传 18：18-28亚波罗在以弗所.txt
data/processed/整理后的讲道文章/2025-05-25-使徒行传-19｜保罗在以弗所.md,data/raw/教会讲道/20250525使徒行传19章——保罗在以弗所_Patrick/20250525使徒行传19章——保罗在以弗所.txt,missing,data/raw/教会讲道/20250525使徒行传19章——保罗在以弗所_Patrick/20250525使徒行传19章——保罗在以弗所.txt
data/processed/整理后的讲道文章/2025-06-01-使徒行传-20｜保罗与以弗所的长老们.md,data/raw/教会讲道/20250601使徒行传20章：保罗与以弗所的长老们_Patrick/20250601使徒行传20章：保罗与以弗所的长老们.docx,missing,data/raw/教会讲道/20250601使徒行传20章：保罗与以弗所的长老们_Patrick/20250601使徒行传20章：保罗与以弗所的长老们.docx
data/processed/整理后的讲道文章/2025-06-08-使徒行传-22-1-22｜保罗的见证.md,data/raw/教会讲道/20250608使徒行传22：1-22 保罗的见证_Patrick/20250608使徒行传22：1-22 保罗的见证.txt,missing,data/raw/教会讲道/20250608使徒行传22：1-22 保罗的见证_Patrick/20250608使徒行传22：1-22 保罗的见证.txt
data/processed/整理后的讲道文章/2025-06-15-使徒行传-18-28-31｜善终之道.md,data/raw/教会讲道/20250615使徒行传18：28-31：善终之道_Patrick/20250615使徒行传18：28-31：善终之道.txt,missing,data/raw/教会讲道/20250615使徒行传18：28-31：善终之道_Patrick/20250615使徒行传18：28-31：善终之道.txt
data/processed/整理后的讲道文章/2025-06-22-约拿书-1｜经文讲解.md,data/raw/教会讲道/20250622约拿1_Grayson/20250622约拿1 中.txt,missing,data/raw/教会讲道/20250622约拿1_Grayson/20250622约拿1 中.txt
data/processed/整理后的讲道文章/2025-06-29-约拿书-2｜经文讲解.md,data/raw/教会讲道/20250629约拿2_Grayson/20250629约拿2.txt,missing,data/raw/教会讲道/20250629约拿2_Grayson/20250629约拿2.txt
data/processed/整理后的讲道文章/2025-07-06-约拿书-3｜经文讲解.md,data/raw/教会讲道/20250706约拿3_Grayson/20250706约拿3中文.txt,missing,data/raw/教会讲道/20250706约拿3_Grayson/20250706约拿3中文.txt
data/processed/整理后的讲道文章/2025-07-13-约翰福音-6-22-29｜引言-我们需要一次诊断.md,data/raw/教会讲道/20250713福音1约翰福音 6：22–29引言：我们需要一次诊断_Ryan/20250713约翰福音 6：22–29引言：我们需要一次诊断.txt,missing,data/raw/教会讲道/20250713福音1约翰福音 6：22–29引言：我们需要一次诊断_Ryan/20250713约翰福音 6：22–29引言：我们需要一次诊断.txt
data/processed/整理后的讲道文章/2025-07-20-约翰福音-6-30-35｜福音的渗透力.md,data/raw/教会讲道/20250720福音2约翰福音 6：30–35福音的渗透力_Ryan/20250720约翰福音 6：30–35福音的渗透力.txt,missing,data/raw/教会讲道/20250720福音2约翰福音 6：30–35福音的渗透力_Ryan/20250720约翰福音 6：30–35福音的渗透力.txt
data/processed/整理后的讲道文章/2025-07-27-耶利米哀歌-3-19-33｜kota见证.md,data/raw/教会讲道/20250727Kota见证/20250727Kota见证.txt,missing,data/raw/教会讲道/20250727Kota见证/20250727Kota见证.txt
data/processed/整理后的讲道文章/2025-08-03-马可福音-10-17-22｜我心中的福音.md,data/raw/教会讲道/20250803福音3马可福音 10：17-22我心中的福音_Ryan/20250803马可福音 10：17-22我心中的福音.txt,missing,data/raw/教会讲道/20250803福音3马可福音 10：17-22我心中的福音_Ryan/20250803马可福音 10：17-22我心中的福音.txt
data/processed/整理后的讲道文章/2025-08-10-使徒行传-2-42-47｜与我们同在的福音.md,data/raw/教会讲道/20250810福音4使徒行传 2：42–47与我们同在的福音_Ryan/20250810使徒行传 2：42–47与我们同在的福音.txt,missing,data/raw/教会讲道/20250810福音4使徒行传 2：42–47与我们同在的福音_Ryan/20250810使徒行传 2：42–47与我们同在的福音.txt
data/processed/整理后的讲道文章/2025-08-17-诗篇-27-1｜神是我们的堡垒.md,data/raw/教会讲道/20250817诗篇 27：1 神是我们的堡垒_Patrick/20250817诗篇 27：1 神是我们的堡垒.txt,missing,data/raw/教会讲道/20250817诗篇 27：1 神是我们的堡垒_Patrick/20250817诗篇 27：1 神是我们的堡垒.txt
data/processed/整理后的讲道文章/2025-08-24-马可福音-4-1-20｜撒种的比喻.md,data/raw/教会讲道/20250824马可福音 4：1-20 撒种的比喻_Patrick/文本.txt,missing,data/raw/教会讲道/20250824马可福音 4：1-20 撒种的比喻_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-08-31-约翰福音-13-31-35｜教会的身份证明.md,data/raw/教会讲道/20250831教会的身份证明约翰福音 13：31-35_Patrick父/文本pd.txt,missing,data/raw/教会讲道/20250831教会的身份证明约翰福音 13：31-35_Patrick父/文本pd.txt
data/processed/整理后的讲道文章/2025-09-07-马太福音-13-31-33｜芥菜种面酵的比喻.md,data/raw/教会讲道/20250907马太福音 13：31-33 芥菜种面酵的比喻_Patrick/文本.txt,missing,data/raw/教会讲道/20250907马太福音 13：31-33 芥菜种面酵的比喻_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-09-14-马太福音-13-44-46｜基督无限的价值.md,data/raw/教会讲道/20250914马太福音 13：44-46 基督无限的价值_Patrick/文本.txt,missing,data/raw/教会讲道/20250914马太福音 13：44-46 基督无限的价值_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-09-21-路加福音-15-1-7｜善牧.md,data/raw/教会讲道/20250921路加福音 15：1-7 善牧_Patrick/文本.txt,missing,data/raw/教会讲道/20250921路加福音 15：1-7 善牧_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-09-28-路加福音-10-25-37｜好撒玛利亚人.md,data/raw/教会讲道/20250928路加福音 10：25-37 好撒玛利亚人_Patrick/文本.txt,missing,data/raw/教会讲道/20250928路加福音 10：25-37 好撒玛利亚人_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-10-05-马太福音-18-21-35｜不饶恕人的仆人.md,data/raw/教会讲道/20251005马太福音 18：21-35 不饶恕人的仆人_Patrick/文本.txt,missing,data/raw/教会讲道/20251005马太福音 18：21-35 不饶恕人的仆人_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-10-12-路加福音-15-11-32｜迷失的两个儿子.md,data/raw/教会讲道/20251012路加福音 15：11-32 迷失的两个儿子_Patrick/文本.txt,missing,data/raw/教会讲道/20251012路加福音 15：11-32 迷失的两个儿子_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-10-19-马太福音-20-1-16｜葡萄园工人的比喻.md,data/raw/教会讲道/20251019马太福音 20：1-16葡萄园工人的比喻_Patrick/文本.txt,missing,data/raw/教会讲道/20251019马太福音 20：1-16葡萄园工人的比喻_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-10-26-路加福音-18-1-8｜坚持祈求的寡妇.md,data/raw/教会讲道/20251026路加福音 18：1-8 坚持祈求的寡妇_Patrick/文本.txt,missing,data/raw/教会讲道/20251026路加福音 18：1-8 坚持祈求的寡妇_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-11-02-马太福音-21-33-45｜恶农夫的比喻.md,data/raw/教会讲道/20251102马太福音 21：33-45 恶农夫的比喻_Patrick/文本.txt,missing,data/raw/教会讲道/20251102马太福音 21：33-45 恶农夫的比喻_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-11-09-马太福音-25-14-30｜才干的比喻.md,data/raw/教会讲道/20251109马太福音 25：14-30 才干的比喻_Patrick/文本.txt,missing,data/raw/教会讲道/20251109马太福音 25：14-30 才干的比喻_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-11-16-马太福音-6-19-24｜管家职分-单一的主人.md,data/raw/教会讲道/20251116马太福音 6：19-24 管家职分-单一的主人_Patrick/20251116.txt,missing,data/raw/教会讲道/20251116马太福音 6：19-24 管家职分-单一的主人_Patrick/20251116.txt
data/processed/整理后的讲道文章/2025-11-23-哥林多后书-8-7-9｜慷慨.md,data/raw/教会讲道/20251123哥林多后书 8：7-9 慷慨_Patrick/文本.txt,missing,data/raw/教会讲道/20251123哥林多后书 8：7-9 慷慨_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-11-30-提摩太前书-6-6-10｜知足.md,data/raw/教会讲道/20251130提摩太前书 6：6-10  知足_Patrick/文本.txt,missing,data/raw/教会讲道/20251130提摩太前书 6：6-10  知足_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-12-07-路加福音-1-26-38｜所应许的礼物.md,data/raw/教会讲道/20251207路加福音 1：26-38 所应许的礼物_Patrick/文本.txt,missing,data/raw/教会讲道/20251207路加福音 1：26-38 所应许的礼物_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-12-14-路加福音-2-8-20｜礼物的宣告.md,data/raw/教会讲道/20251214路加福音 2：8–20 礼物的宣告_Patrick/文本.txt,missing,data/raw/教会讲道/20251214路加福音 2：8–20 礼物的宣告_Patrick/文本.txt
data/processed/整理后的讲道文章/2025-12-21-以弗所书-5-1-2｜最伟大的礼物.md,data/raw/教会讲道/20251221以弗所书 5：1–2 最伟大的礼物_Patrick/文本.txt,missing,data/raw/教会讲道/20251221以弗所书 5：1–2 最伟大的礼物_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-01-04-约翰福音-8-31-36｜真正的自由.md,data/raw/教会讲道/20260104约翰福音 8：31–36 真正的自由_Patrick/文本.txt,missing,data/raw/教会讲道/20260104约翰福音 8：31–36 真正的自由_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-01-11-罗马书-1-1-7｜罗马书导论.md,data/raw/教会讲道/20260111罗马书 1：1–7 罗马书导论_Patrick/文本.txt,missing,data/raw/教会讲道/20260111罗马书 1：1–7 罗马书导论_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-01-18-罗马书-1-16-32｜经文讲解.md,data/raw/教会讲道/20260118罗马书 1：16–32_Patrick/文本.txt,missing,data/raw/教会讲道/20260118罗马书 1：16–32_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-01-25-罗马书-2｜自以为义的人被定罪.md,data/raw/教会讲道/20260125罗马书第二章：自以为义的人被定罪_Patrick/文本.txt,missing,data/raw/教会讲道/20260125罗马书第二章：自以为义的人被定罪_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-02-01-罗马书-3-1-20｜经文讲解.md,data/raw/教会讲道/20260201罗马书3：1–20_Patrick/文本.txt,missing,data/raw/教会讲道/20260201罗马书3：1–20_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-02-08-罗马书-3-21-31｜因信称义.md,data/raw/教会讲道/20260208罗马书 3：21–31 因信称义_Patrick/文本.txt,missing,data/raw/教会讲道/20260208罗马书 3：21–31 因信称义_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-02-15-罗马书-4｜像亚伯拉罕一样的信心.md,data/raw/教会讲道/20260215罗马书第4章：像亚伯拉罕一样的信心_Patrick/文本.txt,missing,data/raw/教会讲道/20260215罗马书第4章：像亚伯拉罕一样的信心_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-02-22-罗马书-5-1-11｜在基督里得以和好.md,data/raw/教会讲道/20260222罗马书 5：1-11 在基督里得以和好_Patrick/文本.txt,missing,data/raw/教会讲道/20260222罗马书 5：1-11 在基督里得以和好_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-03-01-罗马书-5-12-21｜恩典掌权.md,data/raw/教会讲道/20260301罗马书 5：12–21 恩典掌权_Patrick/文本.txt,missing,data/raw/教会讲道/20260301罗马书 5：12–21 恩典掌权_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-03-08-罗马书-6-1-14｜向罪死-在基督里活.md,data/raw/教会讲道/20260308罗马书 6：1–14 向罪死，在基督里活_Patrick/文本.txt,missing,data/raw/教会讲道/20260308罗马书 6：1–14 向罪死，在基督里活_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-03-15-罗马书-6-15-23｜在恩典之下.md,data/raw/教会讲道/20260315罗马书 6：15–23 在恩典之下_Patrick/文本.txt,missing,data/raw/教会讲道/20260315罗马书 6：15–23 在恩典之下_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-03-22-罗马书-7-14-20｜经文讲解.md,data/raw/教会讲道/20260322罗马书 7：14–20_Grayson/文本.txt,missing,data/raw/教会讲道/20260322罗马书 7：14–20_Grayson/文本.txt
data/processed/整理后的讲道文章/2026-03-29-马太福音-27-15-26｜伟大的交换.md,data/raw/教会讲道/20260329马太福音 27：15–26伟大的交换_Patrick/文本.txt,missing,data/raw/教会讲道/20260329马太福音 27：15–26伟大的交换_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-04-05-约翰福音-11-25-26｜耶稣是我们的盼望.md,data/raw/教会讲道/20260405约翰福音 11：25-26 耶稣是我们的盼望_Patrick/文本.txt,missing,data/raw/教会讲道/20260405约翰福音 11：25-26 耶稣是我们的盼望_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-04-12-罗马书-8-1-4-12-17｜被圣灵收养.md,data/raw/教会讲道/20260412罗马书 8：1-4：12-17 被圣灵收养_Patrick/文本.txt,missing,data/raw/教会讲道/20260412罗马书 8：1-4：12-17 被圣灵收养_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-04-19-罗马书-8-18-28｜在苦难中的盼望.md,data/raw/教会讲道/20260419罗马书 8：18–28 在苦难中的盼望_Patrick/文本.txt,missing,data/raw/教会讲道/20260419罗马书 8：18–28 在苦难中的盼望_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-04-26-罗马书-8-31-39｜那位不可忘记的神.md,data/raw/教会讲道/20260426罗马书 8：31-39 那位不可忘记的神_Patrick/文本.txt,missing,data/raw/教会讲道/20260426罗马书 8：31-39 那位不可忘记的神_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-05-03-罗马书-9-14-24｜陶匠与泥土.md,data/raw/教会讲道/20260503罗马书 9：14-24 陶匠与泥土_Patrick/文本.txt,missing,data/raw/教会讲道/20260503罗马书 9：14-24 陶匠与泥土_Patrick/文本.txt
data/processed/整理后的讲道文章/2026-05-10-罗马书-9-30-10-21｜经文讲解.md,data/raw/教会讲道/20260510罗马书9：30-10：21_Akira/文本.txt,missing,data/raw/教会讲道/20260510罗马书9：30-10：21_Akira/文本.txt
data/processed/整理后的讲道文章/2026-05-17-罗马书-11｜恩典拣选.md,data/raw/教会讲道/20260517罗马书 11 恩典拣选_Patrick/20260517罗马书 11 恩典拣选_Patrick.txt,missing,data/raw/教会讲道/20260517罗马书 11 恩典拣选_Patrick/20260517罗马书 11 恩典拣选_Patrick.txt
data/processed/整理后的讲道文章/2026-05-24-罗马书-12-1-8｜活出福音.md,data/raw/教会讲道/20260524罗马书 12：1-8 活出福音_Patrick/20260524罗马书 12：1-8 活出福音_Patrick.txt,missing,data/raw/教会讲道/20260524罗马书 12：1-8 活出福音_Patrick/20260524罗马书 12：1-8 活出福音_Patrick.txt
data/processed/整理后的讲道文章/2026-05-31-罗马书-12-9-21｜真诚的爱.md,data/raw/教会讲道/20260531罗马书 12：9-21 真诚的爱_Patrick/20260531罗马书 12：9-21 真诚的爱_Patrick.txt,missing,data/raw/教会讲道/20260531罗马书 12：9-21 真诚的爱_Patrick/20260531罗马书 12：9-21 真诚的爱_Patrick.txt
data/processed/整理后的讲道文章/2026-06-07-罗马书-13-1-14｜社会中的福音.md,data/raw/教会讲道/20260607罗马书 13：1-14 社会中的福音_Patrick/20260607罗马书 13：1-14 社会中的福音_Patrick.txt,missing,data/raw/教会讲道/20260607罗马书 13：1-14 社会中的福音_Patrick/20260607罗马书 13：1-14 社会中的福音_Patrick.txt
data/processed/整理后的讲道文章/2026-06-14-罗马书-14-1-23｜你属于哪个国度？.md,data/raw/教会讲道/20260614罗马书 14：1-23 你属于哪个国度？_Akira/20260614罗马书 14：1-23 你属于哪个国度？_Akira.txt,missing,data/raw/教会讲道/20260614罗马书 14：1-23 你属于哪个国度？_Akira/20260614罗马书 14：1-23 你属于哪个国度？_Akira.txt
data/processed/整理后的讲道文章/2026-06-21-romans-15-1-13-gospel-harmony.md,data/raw/教会讲道/20260621罗马书15章1-13节福音带来的和谐_Patrick/罗马书15章1-13节福音带来的和谐_中文.txt,missing,data/raw/教会讲道/20260621罗马书15章1-13节福音带来的和谐_Patrick/罗马书15章1-13节福音带来的和谐_中文.txt
data/processed/整理后的讲道文章/2026-06-28-romans-15-14-33-gospel-reminder.md,data/raw/教会讲道/20260628罗马书15：14-33福音的提醒_Patrick/Romans 15_14-33 The Gospel Reminder 中文翻译.txt,missing,data/raw/教会讲道/20260628罗马书15：14-33福音的提醒_Patrick/Romans 15_14-33 The Gospel Reminder 中文翻译.txt
"data/processed/整理后的讲道文章/2026-07-02-创世记-1-1-5-1-26-28,31｜福音-创造.md",data/raw/教会讲道/20260702_创世记1章1-5节_福音的创造_Patrick_中文.txt,ok,data/raw/教会讲道/20260702_创世记1章1-5节_福音的创造_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-02-创世记-3-1-10｜福音-堕落.md,data/raw/教会讲道/20260702_创世记3章1-10节_福音的堕落_Patrick_中文.txt,ok,data/raw/教会讲道/20260702_创世记3章1-10节_福音的堕落_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-02-腓立比书-2-6-11｜福音-救赎.md,data/raw/教会讲道/20260702_腓立比书2章6-11节_福音的救赎_Patrick_中文.txt,ok,data/raw/教会讲道/20260702_腓立比书2章6-11节_福音的救赎_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-03-马可福音-1-1-8｜服侍的君王.md,data/raw/教会讲道/20260703_马可福音1章1-8节_服侍的君王_Patrick_中文.txt,ok,data/raw/教会讲道/20260703_马可福音1章1-8节_服侍的君王_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-03-马可福音-1-35-45｜耶稣与麻风病人.md,data/raw/教会讲道/20260703_马可福音1章35-45节_耶稣与麻风病人_Patrick_中文.txt,ok,data/raw/教会讲道/20260703_马可福音1章35-45节_耶稣与麻风病人_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-03-马可福音-1-9-13｜神所爱的儿子.md,data/raw/教会讲道/20260703_马可福音1章9-13节_神所爱的儿子_Patrick_中文.txt,ok,data/raw/教会讲道/20260703_马可福音1章9-13节_神所爱的儿子_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-03-马可福音-2-1-12｜我们真正需要的是什么.md,data/raw/教会讲道/20260703_马可福音2章1-12节_我们真正需要的是什么_Patrick_中文.txt,ok,data/raw/教会讲道/20260703_马可福音2章1-12节_我们真正需要的是什么_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-04-马可福音-2-23-3-6｜安息日的主.md,data/raw/教会讲道/20260704_马可福音2章23节-3章6节_安息日的主_Patrick_中文.txt,ok,data/raw/教会讲道/20260704_马可福音2章23节-3章6节_安息日的主_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-04-马可福音-4-35-41｜耶稣平静风浪.md,data/raw/教会讲道/20260704_马可福音4章35-41节_耶稣平静风浪_Patrick_中文.txt,ok,data/raw/教会讲道/20260704_马可福音4章35-41节_耶稣平静风浪_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-04-马可福音-5-21-43｜绝望中的信心.md,data/raw/教会讲道/20260704_马可福音5章21-43节_绝望中的信心_Patrick_中文.txt,ok,data/raw/教会讲道/20260704_马可福音5章21-43节_绝望中的信心_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-04-马可福音-6-30-52｜好牧人的供应.md,data/raw/教会讲道/20260704_马可福音6章30-52节_好牧人的供应_Patrick_中文.txt,ok,data/raw/教会讲道/20260704_马可福音6章30-52节_好牧人的供应_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-05-罗马书-16-17-27｜被福音坚固.md,data/raw/教会讲道/20260705_罗马书16章17-27节_被福音坚固_Patrick_中文.txt,ok,data/raw/教会讲道/20260705_罗马书16章17-27节_被福音坚固_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-06-马可福音-10-17-31｜耶稣与财主.md,data/raw/教会讲道/20260706_马可福音10:17-31_耶稣与财主_Patrick/20260706_马可福音10:17-31_耶稣与财主_Patrick_中文.txt,ok,data/raw/教会讲道/20260706_马可福音10:17-31_耶稣与财主_Patrick/20260706_马可福音10:17-31_耶稣与财主_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-06-马可福音-7-24-30｜耶稣与外邦妇人.md,data/raw/教会讲道/20260706_马可福音7:24-30_耶稣与外邦妇人_Patrick/20260706_马可福音7:24-30_耶稣与外邦妇人_Patrick_中文.txt,ok,data/raw/教会讲道/20260706_马可福音7:24-30_耶稣与外邦妇人_Patrick/20260706_马可福音7:24-30_耶稣与外邦妇人_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-06-马可福音-8-27-38｜彼得的认信.md,data/raw/教会讲道/20260706_马可福音8:27-38_彼得的认信_Patrick/20260706_马可福音8:27-38_彼得的认信_Patrick_中文.txt,ok,data/raw/教会讲道/20260706_马可福音8:27-38_彼得的认信_Patrick/20260706_马可福音8:27-38_彼得的认信_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-06-马可福音-9-1-8｜耶稣登山变像.md,data/raw/教会讲道/20260706_马可福音9:1-8_耶稣登山变像_Patrick/20260706_马可福音9:1-8_耶稣登山变像_Patrick_中文.txt,ok,data/raw/教会讲道/20260706_马可福音9:1-8_耶稣登山变像_Patrick/20260706_马可福音9:1-8_耶稣登山变像_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-07-马可福音-10-35-45｜耶稣与真正的伟大.md,data/raw/教会讲道/20260707_马可福音10:35-45_耶稣与真正的伟大_Patrick/20260707_马可福音10:35-45_耶稣与真正的伟大_Patrick_中文.txt,ok,data/raw/教会讲道/20260707_马可福音10:35-45_耶稣与真正的伟大_Patrick/20260707_马可福音10:35-45_耶稣与真正的伟大_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-07-马可福音-11-1-11｜耶稣进入耶路撒冷.md,data/raw/教会讲道/20260707_马可福音11:1-11_耶稣进入耶路撒冷_Patrick/20260707_马可福音11:1-11_耶稣进入耶路撒冷_Patrick_中文.txt,ok,data/raw/教会讲道/20260707_马可福音11:1-11_耶稣进入耶路撒冷_Patrick/20260707_马可福音11:1-11_耶稣进入耶路撒冷_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-07-马可福音-12-28-34｜最大的诫命.md,data/raw/教会讲道/20260707_马可福音12:28-34_最大的诫命_Patrick/20260707_马可福音12:28-34_最大的诫命_Patrick_中文.txt,ok,data/raw/教会讲道/20260707_马可福音12:28-34_最大的诫命_Patrick/20260707_马可福音12:28-34_最大的诫命_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-07-马可福音-13-1-13｜耶稣与未来.md,data/raw/教会讲道/20260707_马可福音13:1-13_耶稣与未来_Patrick/20260707_马可福音13:1-13_耶稣与未来_Patrick_中文.txt,ok,data/raw/教会讲道/20260707_马可福音13:1-13_耶稣与未来_Patrick/20260707_马可福音13:1-13_耶稣与未来_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-08-加拉太书-1-1-5｜恩典的福音.md,data/raw/教会讲道/20260708_加拉太书1:1-5_恩典的福音_Patrick/20260708_加拉太书1:1-5_恩典的福音_Patrick_中文.txt,ok,data/raw/教会讲道/20260708_加拉太书1:1-5_恩典的福音_Patrick/20260708_加拉太书1:1-5_恩典的福音_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-08-加拉太书-1-11-24｜被恩典改变.md,data/raw/教会讲道/20260708_加拉太书1:11-24_被恩典改变_Patrick/20260708_加拉太书1:11-24_被恩典改变_Patrick_中文.txt,ok,data/raw/教会讲道/20260708_加拉太书1:11-24_被恩典改变_Patrick/20260708_加拉太书1:11-24_被恩典改变_Patrick_中文.txt
data/processed/整理后的讲道文章/2026-07-08-加拉太书-1-6-10｜没有别的福音.md,data/raw/教会讲道/20260708_加拉太书1:6-10_没有别的福音_Patrick/20260708_加拉太书1:6-10_没有别的福音_Patrick_中文.txt,ok,data/raw/教会讲道/20260708_加拉太书1:6-10_没有别的福音_Patrick/20260708_加拉太书1:6-10_没有别的福音_Patrick_中文.txt
